reference,baseline_hyp,finetuned_hyp,llm_repaired,speech_status,gender,duration
The owners regularly look for plumbing leaks,That only regular look for plumbing leaks.,The only regulatory look for plumbing leaks,The only regulatory look for plumbing leaks,dysarthria,male,11.705
sticks,Damn.,stair,stair,dysarthria,male,1.95
one,What?,want,want,dysarthria,male,2.41
pitting,Thank you.,"the gay,","the gay,",dysarthria,male,2.19
menu,Man you,"menu,","menu,",dysarthria,male,1.9
Bright sunshine shimmers on the ocean,"Right, sunshine shimmers and the ocean.",Bright sunshine shimmers on the ocean,Bright sunshine shimmers on the ocean,dysarthria,female,6.135
The prospects of cupping,The prospect of cut it.,The prospect of cup-it-,The prospect of cup-it-,dysarthria,female,2.8
The misguided souls have lost their way,"God bless! God bless! God bless! God bless! No, boy!",Gummas are the souls have lost their way,Gummas are the souls have lost their way,dysarthria,male,8.85
ship,Hipp!,hip,hip,dysarthria,male,2.905
Night after night they received annoying phone calls,May it have to make the living a million-point cross.,Night after night the release of annoying porcelain,Night after night the release of annoying porcelain,dysarthria,male,7.5
thigh,Bye.,sigh,sigh,dysarthria,male,4.62
I scrubbed the floors thoroughly,I scrubbed the floor thoroughly.,I scrubbed the floor thoroughly,I scrubbed the floor thoroughly,dysarthria,female,3.2
farm,Bye.,farm,farm,dysarthria,female,1.172
pretty,It's hard to leave.,tarty,tarty,dysarthria,male,2.7
single,Single,single,single,dysarthria,female,1.685
gnaw,No,know,know,dysarthria,male,2.1
pitting,Pre-edum!,pitting,pitting,dysarthria,male,1.398
storm,Yeah. Oh.,a small,a small,dysarthria,female,1.95
gadget,"God, Jim.",gadget,gadget,dysarthria,male,2.7
sell,Thank you.,shell,shell,dysarthria,male,2.315
Did dad do academic bidding,"They die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, they die, die die, die die, die die, die die, die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die die",They dad you I can't damage buildings,They dad you I can't damage buildings,dysarthria,male,7.605
menu,Thank you.,menu,menu,dysarthria,female,2.4
goat,"Go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go,",goat,goat,dysarthria,male,3
My sister made the flowered curtains,My sister made the flower curtains.,"My sister made the flower at curtains,","My sister made the flower at curtains,",dysarthria,male,4.115
I scrubbed the floors thoroughly,I scrubbed the floor thoroughly.,I scrubbed the floors thoroughly,I scrubbed the floors thoroughly,dysarthria,female,4.5
jagged,Did I get it?,jagat,jagat,dysarthria,male,3.3
double,double,dubble,dubble,dysarthria,male,2.49
papa,Bye-bye.,pupaw,pupaw,dysarthria,male,3.22
hark,all,ark,ark,dysarthria,male,2.25
though,Go!,Though,Though,dysarthria,female,3.53
ate,8,eight,eight,dysarthria,male,2.7
sticks,You're good.,stick,stick,dysarthria,female,1.95
She is thinner than I am,She is thinner than I am.,She is thinner than I am,She is thinner than I am,dysarthria,male,3.75
here,here,"year,","year,",dysarthria,male,1.733
take,Thank you.,tick,tick,dysarthria,male,1.672
jungle,"Let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",jonga,jonga,dysarthria,male,2.61
rage,PLEASE!,shake,shake,dysarthria,male,2.535
take,Take.,take,take,dysarthria,male,3.195
much,Much!,much,much,dysarthria,male,3
trouble,Trouble.,trouble,trouble,dysarthria,male,2.29
warm,Woo!,warm,warm,dysarthria,male,2.322
Before Thursday's exam review every formula,"Before Thursday's exam, review every formula.",Before Thursday's exam review every formula,Before Thursday's exam review every formula,dysarthria,male,7.05
The hotel owner shrugged,Hold the hotel on our shrine.,the whole tail on our shrunk,the whole tail on our shrunk,dysarthria,female,3.9
toot,Dude,toot,toot,dysarthria,male,1.773
A long flowing beard clings to his chin,"And now, and long flowing, when built, when to in case.",A long flowing bird clings to his chest,A long flowing bird clings to his chest,dysarthria,male,14.085
hitting,Hit him.,hitting,hitting,dysarthria,male,2.28
wicker,We can.,wicker,wicker,dysarthria,male,4.555
Well he is nearly ninetythree years old,"Run, run, change it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it, move it",While he is nearly 30-30 years old,While he is nearly 30-30 years old,dysarthria,male,11.285
rock,Rock.,rock,rock,dysarthria,female,1.875
corn,Corn,"corn,","corn,",dysarthria,male,2.445
We have an excellent team,We have an 8th team.,We have an excellent team,We have an excellent team,dysarthria,male,5.69
storm,Stoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,storm,storm,dysarthria,male,3.48
air,Yeah.,air,air,dysarthria,male,3.395
two,Two.,tough,tough,dysarthria,female,3
spark,Spark,spark,spark,dysarthria,female,3
tear ,Cheers.,teer,teer,dysarthria,female,1.35
Bright sunshine shimmers on the ocean,"Breathe in the end, see you, bird, and the origin.",brace the night simmered on the ocean,brace the night simmered on the ocean,dysarthria,male,6.818
store,Store.,store,store,dysarthria,female,0.865
range,Rained.,range___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,range___________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________,dysarthria,female,1.5
uniform,You're not far.,unifar,unifar,dysarthria,female,1.57
shear,See you!,seer,seer,dysarthria,male,2.1
one,1,one,one,dysarthria,male,2.85
up,up,up,up,dysarthria,male,2.495
All the big baseball players get traded,All the big baseball players get traded.,All the big baseball players get traded,All the big baseball players get traded,dysarthria,female,4.54
rock,Rock.,rock,rock,dysarthria,female,2.4
cycle,Cycle,"cycle,","cycle,",dysarthria,female,1.955
sip,Flip!,sip,sip,dysarthria,male,1.6
and,and and,and,and,dysarthria,female,4.2
air,Yeah!,air,air,dysarthria,male,1.61
We have often urged him to walk more and smoke less,We have often urged him to walk more and smoke less.,We have often urged him to walk more and smoke less,We have often urged him to walk more and smoke less,dysarthria,female,5.1
floor,It's a good one.,"floor,","floor,",dysarthria,female,1.5
Where were you while we were away,Where were you while we were?,Where were you while we were away?,Where were you while we were away?,dysarthria,male,5.85
fill,Pre-el.,pale and then there's a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of,pale and then there's a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of,dysarthria,male,3
november,November.,"November,","November,",dysarthria,male,2.55
group,Group.,crupe,crupe,dysarthria,male,2.275
league,League.,league,league,dysarthria,male,2.455
loop,Look,loop,loop,dysarthria,female,1.925
single,Shingo,single,single,dysarthria,female,1.35
pay,Bye.,pray,pray,dysarthria,female,2.92
It was a good win for us,"You go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away, you go away",It will always work the thing for us,It will always work the thing for us,dysarthria,male,6.81
Why yell or worry over silly items,Why yellow worry over silly items?,Why yellow worry over silly items?,Why yellow worry over silly items?,dysarthria,male,4.5
storm,Good.,"storm,","storm,",dysarthria,female,1.882
race,Thanks.,race,race,dysarthria,female,1.568
read ,Read.,read,read,dysarthria,female,1.8
We gathered shells on the beach,We gathered shells on the peach.,We gathered shells on the beach,We gathered shells on the beach,dysarthria,female,4.61
hate,Hey!,sate,sate,dysarthria,male,2.55
glow,Glove!,glow,glow,dysarthria,female,1.424
We have often urged him to walk more and smoke less,We have a little bit to do it to walk more and to walk less.,We have often heard him to walk more and smoke less,We have often heard him to walk more and smoke less,dysarthria,male,10.28
lick,Lick,lick,lick,dysarthria,male,3
Some hotels are available nearby,Sam Quotals are available nearby.,Some hotels are available nearby,Some hotels are available nearby,dysarthria,male,8.625
meat,We don't.,meat,meat,dysarthria,male,1.795
Nothing has been done yet to take advantage of the enabling legislation,"Living and being right, yet do we think invented up, they may believe, learn to treat him.",Nothing has been done yet to take advantage of the inexplicable situation,Nothing has been done yet to take advantage of the inexplicable situation,dysarthria,male,13.35
trouble,trouble,trouble,trouble,dysarthria,female,1.35
written,"Oh, he didn't.",risten,risten,dysarthria,male,2.1
share,Share.,share,share,dysarthria,female,1.2
chair,Sure.,"chair,","chair,",dysarthria,male,3.6
fitting,Fighting!,fitting,fitting,dysarthria,male,3.405
the,law,thaw/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/,thaw/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/slip/,dysarthria,male,3.155
rate,Right,rate,rate,dysarthria,male,1.797
Will Robin wear a yellow lily,"Oh, I've been with you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you, I hear you,","Woo Robin's way, he's out of the city","Woo Robin's way, he's out of the city",dysarthria,male,5.89
sigh,No,eye,eye,dysarthria,male,1.356
yes,"Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah,",yet for a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit,yet for a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit,dysarthria,male,4.5
goat,Goat!,goat,goat,dysarthria,male,1.8
The quick brown fox jumps over the lazy dog,"They work well, but they beat the dog.",The quick bell box just over the lady dog,The quick bell box just over the lady dog,dysarthria,male,9.45
go,No,go,go,dysarthria,male,3.6
This is a period of transition for me,in the beginning of training for me.,This is a period of transition for me,This is a period of transition for me,dysarthria,male,8.25
bat,But,bath,bath,dysarthria,male,3.437
nice,Nice.,nice,nice,dysarthria,female,2.25
dark,Thank you.,dark,dark,dysarthria,female,1.55
sell,cell,sell,sell,dysarthria,female,3.45
trade,TREAT!,trade,trade,dysarthria,male,2.357
root,It's rude.,root,root,dysarthria,male,2.85
sigh,It's fine.,seem,seem,dysarthria,male,2.575
lair,We're...,"layer,","layer,",dysarthria,female,3.32
sin,It's good.,sin,sin,dysarthria,male,3.475
Don't ask me to carry an oily rag like that,But I need to get an orange red red red red.,"Don't ask me to care an oily, red, red, red,","Don't ask me to care an oily, red, red, red,",dysarthria,male,11.105
hair,I love you!,ha-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-,ha-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-h-,dysarthria,male,2.86
galore,lower,glower,glower,dysarthria,female,1.298
blow,Hello.,blow,blow,dysarthria,male,3.15
seven,Kevin,severing,severing,dysarthria,female,1.8
group,"I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. I'm going to do it. Thank you for watching, and I'll see you in the next video.",boop,boop,dysarthria,male,1.98
quart,Court,court,court,dysarthria,female,2.42
sigh,Bye!,"sive,","sive,",dysarthria,male,2.638
The wait for work can be very long,The weight for work can be very long.,The wait for work can be very long,The wait for work can be very long,dysarthria,male,4.24
sigh,Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh. Shhh.,seye,seye,dysarthria,male,2.955
raid,Wait!,rade,rade,dysarthria,male,2.265
dagger,Thank you.,decker,decker,dysarthria,female,1.65
trade,Dread,"trade,","trade,",dysarthria,male,4.5
rave,Rape,rave,rave,dysarthria,male,3.45
